"user_agent","_count"
"Dalvik/2.1.0 (Linux; U; Android 11; ATV R1 Build/RTT7.220308.001)","1056"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A307FN Build/RP1A.200720.012)","1053"
"Dalvik/2.1.0 (Linux; U; Android 10; BRAVIA 4K VH2 Build/QTG3.200305.006.S252)","1043"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G970F Build/SP1A.210812.016)","1039"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A225F Build/TP1A.220624.014)","1022"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A715F Build/TP1A.220624.014)","1016"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G930F Build/R16NW)","1011"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A305GN Build/RP1A.200720.012)","997"
"Dalvik/2.1.0 (Linux; U; Android 11; 5031D Build/RP1A.200720.011)","996"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2145 Build/TP1A.220905.001)","993"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2197 Build/TP1A.220905.001)","992"
"Dalvik/2.1.0 (Linux; U; Android 10; Lenovo TB-X505F Build/QKQ1.191224.003)","987"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH1941 Build/RKQ1.200903.002)","984"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A025F Build/SP1A.210812.016)","974"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/114.0","966"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A145F Build/TP1A.220624.014)","951"
"Takin/3.0.0 (Linux arm ; U; en), FetchTV_STB_BCM7250/3.7.10689 (FetchTV, H626T, Wired)","949"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A045F Build/SP1A.210812.016)","944"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-N986B Build/TP1A.220624.014)","941"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;2103-0003 0000-0100;) PanasonicSDK/2017","940"
"HbbTV/1.4.1 (;Panasonic;VIERA 2020;4.700;1703-0003 0000-0100;) PanasonicSDK/2017","936"
"Dalvik/2.1.0 (Linux; U; Android 9; HiSmartTV A4 Build/PTMR.190127.037)","931"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH2021 Build/RP1A.200720.011)","928"
"Dalvik/2.1.0 (Linux; U; Android 7.1.2; AFTKMST12 Build/NS6297)","915"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A346E Build/TP1A.220624.014)","903"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.743;5803-0003 0002-0000;) PanasonicSDK/2017","897"
"Dalvik/2.1.0 (Linux; U; Android 11; 5033T Build/RP1A.200720.011)","897"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-F936B Build/TP1A.220624.014)","893"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A315F Build/SP1A.210812.016)","885"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTTI43 Build/PS7646.3550N)","884"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A205F Build/RP1A.200720.012)","879"
"Dalvik/2.1.0 (Linux; U; Android 10; VOG-L09 Build/HUAWEIVOG-L09)","876"
"Dalvik/2.1.0 (Linux; U; Android 10; Lenovo TB-8505F Build/QP1A.190711.020)","875"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A146P Build/TP1A.220624.014)","875"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-X205 Build/TP1A.220624.014)","874"
"Dalvik/2.1.0 (Android TV; Android 8.0.0; Sony BRAVIA 2015) 7plus/5.5.1","869"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;3303-0003 0008-0000;) PanasonicSDK/2017","867"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A505GN Build/RP1A.200720.012)","867"
"Roku/DVP-12.0 (12.0.0.4182-94)","862"
"Dalvik/2.1.0 (Linux; U; Android 10; STK-L22 Build/HUAWEISTK-L22)","861"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.243;0d03-0003 0000-0100;) PanasonicSDK/2017","851"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2271 Build/SP1A.210812.016)","836"
"Mozilla/5.0 (Linux; Android 9; AFTKA Build/PS7646.3554N; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/112.0.5615.197 Mobile Safari/537.36","835"
"Dalvik/2.1.0 (Linux; U; Android 10; MAR-LX1M Build/HUAWEIMAR-L01MEA)","834"
"Dalvik/2.1.0 (Linux; U; Android 7.1.2; AFTN Build/NS6297)","831"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A725F Build/TP1A.220624.014)","831"
"Dalvik/2.1.0 (Android TV; Android 8.0.0; Sony BRAVIA 4K 2015) 7plus/5.5.1","829"
"Mozilla/5.0 (SmartHub; SMART-TV; U; Linux/SmartTV+2014; Maple2012) AppleWebKit/537.42+ (KHTML, like Gecko) SmartTV Safari/537.42+","823"
"Dalvik/2.1.0 (Linux; U; Android 9; TPM191E Build/PTT1.181130.001)","819"
"Dalvik/2.1.0 (Linux; U; Android 10; Hisense U963 Build/QP1A.190711.020)","818"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2195 Build/TP1A.220905.001)","814"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-G781B Build/TP1A.220624.014)","813"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G991B Build/SP1A.210812.016)","807"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A042F Build/TP1A.220624.014)","800"
"Roku/DVP-12.0 (12.0.0.4182-48)","797"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;0603-0003 0020-0000;) PanasonicSDK/2017","797"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-N950F Build/PPR1.180610.011)","797"
"Dalvik/2.1.0 (Linux; U; Android 11; VEON 2K Android TV Build/RTM5.220609.094)","797"
"Dalvik/2.1.0 (Linux; U; Android 7.1.2; AFTEAMR311 Build/NS6296)","796"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;0e03-0003 0000-0800;) PanasonicSDK/2017","785"
"Takin/3.0.0 (Linux arm ; U; en), FETCHTV_STB_BCM7218/3.7.10693 (FETCHTV, H671T, Wired)","779"
"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Mobile Safari/537.36","771"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.067;5d03-0003 0040-0000;) PanasonicSDK/2017","767"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-F721B Build/TP1A.220624.014)","765"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;2103-0003 0000-0200;) PanasonicSDK/2017","765"
"Mozilla/5.0 (Linux; Android 11.0; Build/RP1A.200622.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","760"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; AFTM Build/LVY48F)","757"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.067;5d03-0003 0002-0000;) PanasonicSDK/2017","754"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;0e03-0003 0000-0100;) PanasonicSDK/2017","751"
"Dalvik/2.1.0 (Linux; U; Android 9; KFMAWI Build/PS7327.3329N)","746"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-F711B Build/TP1A.220624.014)","743"
"Dalvik/2.1.0 (Linux; U; Android 9; AMN-LX2 Build/HUAWEIAMN-LX2)","738"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;1203-0003 0000-0200;) PanasonicSDK/2017","737"
"HbbTV/1.4.1 (;Panasonic;VIERA 2020;4.400;4703-0003 0000-0800;) PanasonicSDK/2017","733"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.067;5d03-0003 0000-0100;) PanasonicSDK/2017","728"
"Dalvik/2.1.0 (Linux; U; Android 7.0; BRAVIA 4K GB ATV3 Build/NRD91N.S149)","726"
"Dalvik/2.1.0 (Linux; U; Android 10; YAL-L21 Build/HUAWEIYAL-L61)","722"
"Dalvik/2.1.0 (Linux; U; Android 9; KFTRWI Build/PS7328.3435N)","721"
"Dalvik/2.1.0 (Linux; U; Android 10; Lenovo TB-X306F Build/QP1A.190711.020)","719"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;2103-0003 0080-0000;) PanasonicSDK/2017","719"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;3003-0003 0000-0100;) PanasonicSDK/2017","717"
"Mozilla/5.0 (Web0S; Linux/SmartTV) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/94.0.4606.128 Safari/537.36 WebAppManager","715"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A546E Build/TP1A.220624.014)","714"
"Roku/DVP-12.0 (12.0.0.4184-C2)","712"
"Dalvik/2.1.0 (Linux; U; Android 10; 4KTV-JUP Build/QTG3.201108.001)","707"
"HbbTV/1.4.1 (;Panasonic;VIERA 2020;4.700;1703-0003 0000-0800;) PanasonicSDK/2017","702"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-T505 Build/SP1A.210812.016)","701"
"Roku/DVP-12.0 (12.0.0.4186-51)","700"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; DUB-LX1 Build/HUAWEIDUB-LX1)","697"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH2067 Build/RKQ1.200903.002)","696"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-G955F Build/PPR1.180610.011)","695"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;0603-0003 0000-0100;) PanasonicSDK/2017","694"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2211 Build/TP1A.220905.001)","691"
"Dalvik/2.1.0 (Linux; U; Android 5.1.1; AFTS Build/LVY48F)","687"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2371 Build/TP1A.220905.001)","687"
"Dalvik/2.1.0 (Linux; U; Android 9; JVC EU 4K Android TV Build/PTO6.210224.001)","687"
"HbbTV/1.4.1 (;Panasonic;VIERA 2022;4.097;0d03-0003 0000-0100;) PanasonicSDK/2017","680"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-S908U Build/TP1A.220624.014)","666"
"Dalvik/2.1.0 (Linux; U; Android 10; 5002X Build/QKQ1.200623.002)","666"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2385 Build/SP1A.210812.016)","665"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-A530F Build/PPR1.180610.011)","664"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A107F Build/RP1A.200720.012)","663"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A127F Build/SP1A.210812.016)","659"
"Dalvik/2.1.0 (Linux; U; Android 11; Lenovo TB-7306F Build/RP1A.200720.011)","654"
"Roku/DVP-12.0 (12.0.0.4184-04)","650"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;6403-0003 0000-0800;) PanasonicSDK/2017","648"
"Dalvik/2.1.0 (Android TV; Android 11; Sony BRAVIA VU3) 7plus/5.5.1","641"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A105F Build/RP1A.200720.012)","641"
"Dalvik/2.1.0 (Linux; U; Android 11; SmartN12 Build/RP1A.200720.011)","640"
"HbbTV/1.4.1 (;Panasonic;VIERA 2020;4.100;2303-0003 0040-0000;) PanasonicSDK/2017","639"
"Dalvik/2.1.0 (Linux; U; Android 11; Kogan TV Build/RTO3.230206.001)","639"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;3303-0003 0000-0800;) PanasonicSDK/2017","636"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G930U Build/R16NW)","632"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-F926B Build/TP1A.220624.014)","632"
"Takin/3.0.0 (Linux arm ; U; en), FETCHTV_STB_BCM7218/3.7.10693 (FETCHTV, H671T, Wireless)","630"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;3003-0003 0040-0000;) PanasonicSDK/2017","627"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.190515.001.S52) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","627"
"Dalvik/2.1.0 (Linux; U; Android 10; Lenovo TB-X606F Build/QP1A.190711.020)","626"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2339 Build/TP1A.220905.001)","623"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0","619"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2135 Build/RKQ1.211119.001)","616"
"Dalvik/2.1.0 (Linux; U; Android 11; Nokia C01 Plus Build/RP1A.201005.001)","615"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-T385 Build/PPR1.180610.011)","613"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36","605"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTHA001 Build/PS7646.3551N)","603"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A305F Build/RP1A.200720.012)","597"
"Dalvik/2.1.0 (Linux; U; Android 9; ANE-LX1 Build/HUAWEIANE-L01)","595"
"Dalvik/2.1.0 (Linux; U; Android 9; KFONWI Build/PS7327.3329N)","593"
"Mozilla/5.0 (Linux armv7l) AppleWebKit/602.1.28+ (KHTML, like Gecko) Version/9.1 Safari/601.5.17 HZN/5.03 (MN=VIP5002W-PRD;PC=APLSTB;FV=VIP5002W-mon-prd-03.02-166-aj-AL-20230614210000-na001;)","593"
"Dalvik/2.1.0 (Linux; U; Android 12; Chromecast Build/STTE.230319.008.H1)","592"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTO6.210414.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","589"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A047F Build/TP1A.220624.014)","586"
"Mozilla/5.0 (Linux; Android 10.0; Build/QTT8.201201.004) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","581"
"Dalvik/2.1.0 (Linux; U; Android 7.1.1; SM-T350 Build/NMF26X)","580"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.067;5d03-0003 4000-0000;) PanasonicSDK/2017","576"
"Dalvik/2.1.0 (Linux; U; Android 9; BRAVIA 4K GB Build/PTT1.190515.001.S38)","571"
"Dalvik/2.1.0 (Linux; U; Android 11; Lenovo TB-X306F Build/RP1A.200720.011)","570"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;0c03-0003 0000-0800;) PanasonicSDK/2017","569"
"Dalvik/2.1.0 (Linux; U; Android 11; Nokia C20 Build/RP1A.201005.001)","568"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A205GN Build/RP1A.200720.012)","563"
"Dalvik/2.1.0 (Linux; U; Android 11; Toshiba TV Build/RTT2.220118.001)","562"
"Dalvik/2.1.0 (Linux; U; Android 10; ELE-L09 Build/HUAWEIELE-L09)","559"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;4003-0003 0000-0100;) PanasonicSDK/2017","558"
"Dalvik/2.1.0 (Linux; U; Android 10; MAR-LX1A Build/HUAWEIMAR-L01MEB)","555"
"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36","555"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G935F Build/R16NW)","553"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G990E Build/SP1A.210812.016)","553"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.243;3203-0003 0000-0100;) PanasonicSDK/2017","550"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; SM-T585 Build/M1AJQ)","550"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2333 Build/TP1A.220905.001)","548"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;2303-0003 0000-0100;) PanasonicSDK/2017","547"
"HbbTV/1.4.1 (;Panasonic;VIERA 2020;4.100;2103-0003 0000-0100;) PanasonicSDK/2017","543"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-T720 Build/RP1A.200720.012)","543"
"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Safari/537.36 OPR/99.0.0.0","534"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTT1.210114.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","534"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;2203-0003 0040-0000;) PanasonicSDK/2017","533"
"Dalvik/2.1.0 (Linux; U; Android 7.0; Foxtel Now box Build/NTM27)","532"
"Dalvik/2.1.0 (Linux; U; Android 11; Nokia C10 Build/RP1A.201005.001)","529"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.243;3503-0003 0000-0100;) PanasonicSDK/2017","528"
"Dalvik/2.1.0 (Linux; U; Android 7.1.2; AFTBAMR311 Build/NS6296)","523"
"Dalvik/2.1.0 (Linux; U; Android 12; Surface Duo 2 Build/2023.427.16)","522"
"Takin/3.0.0 (Linux arm ; U; en), FETCHTV_STB_BCM7218/3.7.10706 (FETCHTV, H671T, Wireless)","522"
"Dalvik/2.1.0 (Linux; U; Android 7.0; BRAVIA 2015 Build/NRD91N.S35)","521"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;50A60GAVT;NT72671/V0000.01.00N.L1022;UHD)","516"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-T870 Build/TP1A.220624.014)","515"
"Dalvik/2.1.0 (Linux; U; Android 13; CPH2343 Build/TP1A.220624.003)","514"
"Roku/DVP-12.0 (12.0.0.4182-AT)","512"
"Dalvik/2.1.0 (Linux; U; Android 9; LM-Q720 Build/PKQ1.190302.001)","505"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-S908E Build/SP1A.210812.016)","503"
"Dalvik/2.1.0 (Linux; U; Android 9; Hisense Infinity E30 Lite Build/PPR1.180610.011)","502"
"Roku/DVP-12.0 (12.0.0.4184-ED)","501"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-MSD6886 VIDAA/4.0(Hisense;SmartTV;70A519FAVT;mstar6886/V0000.01.00K.M0401;UHD)","499"
"Dalvik/2.1.0 (Linux; U; Android 9; INE-LX2 Build/HUAWEIINE-LX2)","497"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; Hisense U50 Build/OPM2.171019.012)","496"
"Mozilla/5.0 (Linux; Android 11.0; Build/RTT2.220103.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","491"
"HbbTV/1.4.1 (;Panasonic;VIERA 2017;4.242;1203-0003 0080-0000;) PanasonicSDK/2017","489"
"Dalvik/2.1.0 (Linux; U; Android 8.1.0; CPH1903 Build/OPM1.171019.026)","488"
"HbbTV/1.4.1 (;Panasonic;VIERA 2020;4.100;2103-0003 0000-0800;) PanasonicSDK/2017","485"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-T970 Build/TP1A.220624.014)","485"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-A245F Build/TP1A.220624.014)","481"
"Dalvik/2.1.0 (Linux; U; Android 12; CPH2005 Build/RKQ1.211103.002)","481"
"Mozilla/5.0 (Linux; Android 9.0; Build/PTO6.221014.001) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","479"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.243;0d03-0003 0000-0800;) PanasonicSDK/2017","475"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MT9602 VIDAA/5.0(Hisense;SmartTV;40A33EAVT;MTK9602/V0000.01.00P.M0825;FHD;40A4H;)","474"
"HbbTV/1.4.1 (;Panasonic;VIERA 2022;4.097;2203-0003 0040-0000;) PanasonicSDK/2017","474"
"Dalvik/2.1.0 (Linux; U; Android 11; CPH2069 Build/RKQ1.200903.002)","473"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;65A60GAVT;NT72671/V0000.01.00P.L0926;UHD)","470"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; AGS2-W09 Build/HUAWEIAGS2-W09)","468"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-T295 Build/RP1A.200720.012)","468"
"Dalvik/2.1.0 (Android TV; Android 8.0.0; Sony BRAVIA 4K GB ATV3) 7plus/5.5.1","467"
"Roku/DVP-12.0 (12.0.0.4182-63)","466"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A705MN Build/RP1A.200720.012)","466"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.743;4f03-0003 0000-0100;) PanasonicSDK/2017","466"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;55A60GAVT;NT72671/V0000.01.00N.L1022;UHD)","462"
"Dalvik/2.1.0 (Linux; U; Android 11; AT&T TV Build/RTT4.220824.001)","462"
"HbbTV/1.4.1 (;Panasonic;VIERA 2022;4.097;2203-0003 0000-0100;) PanasonicSDK/2017","461"
"HbbTV/1.4.1 (;Panasonic;VIERA 2019;4.743;4f03-0003 0040-0000;) PanasonicSDK/2017","460"
"Dalvik/2.1.0 (Linux; U; Android 13; Pixel 6a Build/TQ3A.230605.010)","460"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;4003-0003 0040-0000;) PanasonicSDK/2017","460"
"Dalvik/2.1.0 (Linux; U; Android 9; AI PONT Build/PTO1.220223.001)","460"
"Dalvik/2.1.0 (Linux; U; Android 13; Pixel 6 Build/TQ3A.230605.010)","458"
"Mozilla/5.0 (QtEmbedded; Linux) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/48.0 Safari/537.4 Tbrowser/2.0 HbbTV/1.4.1 (+DRM; TCL; MS86; V8-S586T02-LF1V440; MS86; com.tcl.MS86;) FVC/3.0 (TCL; com.tcl.MS86;)","458"
"Dalvik/2.1.0 (Linux; U; Android 9; 2020 FHD Android TV Build/PTM5.200218.914)","457"
"Dalvik/2.1.0 (Linux; U; Android 9; AMN-LX9 Build/HUAWEIAMN-LX9)","457"
"Dalvik/2.1.0 (Linux; U; Android 7.1.2; AFTA Build/NS6297)","456"
"Dalvik/2.1.0 (Linux; U; Android 12; SmartV22 Build/SP1A.210812.016)","453"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-G780G Build/SP1A.210812.016)","452"
"Dalvik/2.1.0 (Linux; U; Android 10; STK-L21 Build/HUAWEISTK-L21)","450"
"Dalvik/2.1.0 (Linux; U; Android 7.0; BRAVIA 4K 2015 Build/NRD91N.S35)","449"
"Dalvik/2.1.0 (Linux; U; Android 9; SM-T380 Build/PPR1.180610.011)","448"
"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36","446"
"Dalvik/2.1.0 (Linux; U; Android 11; Nokia C1 2nd Edition Build/RP1A.201005.001)","445"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-T860 Build/SP2A.220305.013)","445"
"Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G930W8 Build/R16NW)","445"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-S918U Build/TP1A.220624.014)","438"
"Mozilla/5.0 (X11; Linux aarch64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.182 Odin/88.4324.2.10 Safari/537.36 Model/Hisense-MTK9900 VIDAA/6.0(Hisense;SmartTV;65A65GAVT;MTK9900/V0000.06.20T.M1220;UHD;65U7H;)","436"
"HbbTV/1.2.1 (; TCL; 2016UHD;;;)","434"
"Roku/DVP-12.0 (12.0.0.4190-CH)","433"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A325F Build/SP1A.210812.016)","429"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A035F Build/RP1A.200720.012)","427"
"Dalvik/2.1.0 (Linux; U; Android 7.0; SM-T813 Build/NRD90M)","427"
"Dalvik/2.1.0 (Linux; U; Android 7.1.1; SM-T355Y Build/NMF26X)","426"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A336E Build/SP1A.210812.016)","426"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-X700 Build/TP1A.220624.014)","425"
"Dalvik/2.1.0 (Linux; U; Android 9; HKC 4K AI Smart TV Build/PTO5.211220.002)","423"
"Roku/DVP-12.0 (12.0.0.4182-90)","422"
"Dalvik/2.1.0 (Linux; U; Android 13; SM-P613 Build/TP1A.220624.014)","422"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A125F Build/RP1A.200720.012)","419"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A217F Build/RP1A.200720.012)","418"
"Dalvik/2.1.0 (Linux; U; Android 9; LM-G710VM Build/PKQ1.181105.001)","415"
"HbbTV/1.4.1 (;Panasonic;VIERA 2018;4.122;2103-0003 0040-0000;) PanasonicSDK/2017","413"
"Dalvik/2.1.0 (Linux; U; Android 9; VEON 4K Android TV Build/PTO6.200804.001)","412"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-T545 Build/RP1A.200720.012)","412"
"HbbTV/1.4.1 (;Panasonic;VIERA 2022;4.097;2203-0003 0000-0800;) PanasonicSDK/2017","411"
"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.108 Odin/74.3729.2.10 Safari/537.36 Model/Hisense-NT72671D VIDAA/5.0(Hisense;SmartTV;65U62GAVT;NT72671/V0000.01.00M.L1110;UHD)","411"
"HbbTV/1.4.1 (;Panasonic;VIERA 2021;4.142;0603-0003 0000-0800;) PanasonicSDK/2017","407"
"Dalvik/2.1.0 (Linux; U; Android 9; AFTTIFF43 Build/PS7646.3550N)","407"
"Dalvik/2.1.0 (Linux; U; Android 11; SM-A127F Build/RP1A.200720.012)","406"
"Dalvik/2.1.0 (Linux; U; Android 12; SM-A035F Build/SP1A.210812.016)","405"
"Mozilla/5.0 (Linux; Android 9.0; Build/PI) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 CrKey/1.56.500000 DeviceType/AndroidTV","403"
"Roku/DVP-12.0 (12.0.0.4184-29)","402"
